task,p_value,mtl_mean,stl_mean
Caco2_Wang,0.0003611740169329891,0.7184534991099414,0.5180106368439883
Lipophilicity_AstraZeneca,3.821147619689852e-05,1.1216561654367587,0.9090510349562285
Solubility_AqSolDB,8.143681798078727e-06,1.716730964586698,1.314723045928616
BBB_Martins,0.004649466351735324,0.7660097516146108,0.8767631771426018
